Question	Answer	Source	Metadata
¿Me lo puedes desarrollar algo mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Lo puedes explicar algo mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes enseñar mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes desarrollar algo mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes enseñar más claro? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes enseñar con más claridad? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes enseñar algo mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes enseñar algo más claro?	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Lo puedes explicar mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Lo puedes explicar un poco mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Me lo puedes desarrollar algo más claro?	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllamelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes desarrollar más claro? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Desarróllalo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústrame algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústralo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dame una explicación	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñalo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Quiero que me lo expliques mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo bien	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Haz el favor de explicarme lo que has dicho	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícame lo que has dicho	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Que me lo expliques	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Quiero una explicación	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícame lo que dices	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Cuéntame más	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Cuéntame más acerca de eso	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Cuenta más 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Cuenta más acerca de eso	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Cuenta más sobre eso	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dime más cosas sobre eso	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Haz el favor de explicarmelo	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñamelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Quiero que me lo expliques	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Sé más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Sé más clara	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícame las cosas	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Enséñanoslo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dímelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exponlo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dilo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes desarrollar algo más claro?	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar un poco mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar más claro? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar con más claridad? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar algo mejor? 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícanoslo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
¿Nos lo puedes enseñar algo más claro?	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícalo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésamelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Dínoslo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Explícamelo mejor	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo un poco mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo más claro 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo con más claridad 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Expónmelo algo más claro	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Exprésalo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Ilústranos algo mejor 	Lo siento, no puedo.	qna_chitchat_Professional	editorial:chitchat
Está muy bien lo que dices	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes totalmente controlao	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, bien 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, muy bien	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, entendido	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, claro	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo que dices es súper correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, lo pillo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo que dices está bien	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, pillado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Está bien lo que dices	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Dices lo correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo he entendido perfectamente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo he entendido	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Incuestionable	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Entendido	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Verdad verdadera	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo que dices está muy bien	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes controlado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Total	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No lo dudo en absoluto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No lo dudo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No lo dudes	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, no lo dudes	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, sin duda alguna	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, por supuesto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, total	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes bajo control	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Totalmente cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes controlao	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, lo has clavao	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, lo has clavado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, te entiendo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, te sigo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, tal cual	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Verdadero	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Seguro que sí	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Sin duda	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Las cazo al vuelo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Entiendo lo que dices	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te sigo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te entiendo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Entiendo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Ya lo pillo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Claro	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo estás clavando	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Estás en lo cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Ciertamente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Cierto es	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No hay duda	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Totalmente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Por supuesto que sí 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Tal cual	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes totalmente controlado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es una verdad como un templo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Dices verdades como templos	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es muy cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Al 100%	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Sin duda alguna	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es tal cual	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo has clavao	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es tan cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es tan cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Tan cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No me cabe duda alguna	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No cabe duda alguna	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No me cabe duda	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo has clavado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Totalmente verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es tal cual	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Pleno	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo tienes totalmente bajo control	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre haces bingo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a hacer pleno	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a atinar	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre haces pleno	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre atinas	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has atinado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a dar en el blanco	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has hecho pleno	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a dar en el clavo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Esa ha sido la respuesta del millón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has dado con la respuesta del millón	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Me vienes como anillo al dedo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre das en el clavo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre das en el blanco	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has acertado	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has hecho diana	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Atinaste	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Por supuesto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No cabe duda	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Capito	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te estoy entendiendo 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, no lo dudo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, sin duda	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si, totalmente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Yes	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a hacer bingo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo que dices es correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es indudable	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Claro que sí 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Seguro	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Afirmativo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Lo pillo 	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre lo clavas	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a clavarlo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has vuelto a acertar	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Si	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Evidentemente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que es verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que si	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es una verdad como un puño	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es una verdad como un puño	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Una verdad como un puño	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has dicho verdades como puños	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Dices verdades como puños	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Has dado en el blanco	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es evidente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que es cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Claramente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Claro que si	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Capisci	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Te entiendo perfectamente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Como un templo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Una verdad como un templo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Eso es una verdad como un templo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Dices la verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que por supuesto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Bingo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Indudablemente	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Ha sido un acierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Es un acierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Qué acierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Siempre aciertas	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que siempre aciertas	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que claro	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que es correcto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que claro que si	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que estás en lo cierto	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Así es	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que así es	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que lo sé	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que te entiendo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que me lo creo	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que cierto es	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
No tengo duda alguna	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Que dices la verdad	Perfecto. 	qna_chitchat_Professional	editorial:chitchat
Mis más sinceras disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Que te estoy pidiendo disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento de verdad	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento de corazón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento mucho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido disculpas de verdad	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido perdón de verdad	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido disculpas de corazón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
De verdad perdóname 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Mi más sincero perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
De verdad perdona mi ofensa 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te presento mis disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te ofrezco mi perdón	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te ofrezco mis disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te ofrezco disculpas	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Excúsame por ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Discúlpame por ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Perdona por ofenderte	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Lo siento. 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido perdón de corazón 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por favor perdóname 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Te pido que me disculpes 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por lo que más quieras lo siento mucho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por lo que más quieras lo siento 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por lo que más quieras perdona mi ofensa 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por lo que más quieras perdóname 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por lo que más quieras discúlpame 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por favor lo siento mucho	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
De verdad discúlpame 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por favor perdona mi ofensa 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Que me disculpes	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
Por favor discúlpame 	No te preocupes. 	qna_chitchat_Professional	editorial:chitchat
